kind	x0	x1	top	bottom	width	height
line	1917.6	1917.9	728.3	728.3	0.3	0.0
line	1917.9	1918.5	728.3	728.3	0.6	0.0
line	1918.5	1919.5	728.3	728.3	1.0	0.0
line	1919.5	1920.9	728.3	728.3	1.4	0.0
line	1920.9	1922.8	728.3	728.3	1.9	0.0
line	1922.8	1925.0	728.3	728.3	2.2	0.0
line	1925.0	1927.4	728.3	728.3	2.4	0.0
line	1927.4	1929.8	726.6	726.6	2.4	0.0
line	1929.8	1932.0	726.6	726.6	2.2	0.0
line	1932.0	1933.9	726.6	726.6	1.9	0.0
line	1933.9	1935.3	726.6	726.6	1.4	0.0
line	1935.3	1936.3	726.6	726.6	1.0	0.0
line	1936.3	1936.9	726.6	726.6	0.7	0.0
line	1936.9	1937.2	726.6	726.6	0.3	0.0
line	1917.6	1917.9	726.6	726.6	0.3	0.0
line	1917.9	1918.5	726.6	726.6	0.6	0.0
line	1918.5	1919.5	726.6	726.6	1.0	0.0
line	1919.5	1920.9	726.6	726.6	1.4	0.0
line	1920.9	1922.8	726.6	726.6	1.9	0.0
line	1922.8	1925.0	726.6	726.6	2.2	0.0
line	1925.0	1927.4	726.6	726.6	2.4	0.0
line	1937.2	1937.2	726.6	728.3	0.0	1.7
line	1917.6	1917.6	726.6	728.3	0.0	1.7
line	1926.0	1927.4	715.1	715.1	1.4	0.0
line	1924.8	1926.0	715.1	715.1	1.3	0.0
line	1923.7	1924.8	715.1	715.1	1.1	0.0
line	1922.9	1923.7	715.1	715.1	0.8	0.0
line	1922.1	1922.9	715.1	715.1	0.8	0.0
line	1921.6	1922.1	715.1	715.1	0.5	0.0
line	1921.4	1921.6	715.1	715.1	0.2	0.0
line	1933.2	1933.4	715.1	715.1	0.2	0.0
line	1932.7	1933.2	715.1	715.1	0.5	0.0
line	1931.9	1932.7	715.1	715.1	0.8	0.0
line	1931.1	1931.9	715.1	715.1	0.8	0.0
line	1930.0	1931.1	715.1	715.1	1.1	0.0
line	1928.8	1930.0	715.1	715.1	1.3	0.0
line	1927.4	1928.8	715.1	715.1	1.4	0.0
line	1917.6	1921.4	715.1	726.6	3.8	11.5
line	1933.4	1937.2	715.1	726.6	3.8	11.5
line	1930.8	1934.0	707.6	707.6	3.2	0.0
line	1934.0	1936.6	707.6	707.6	2.7	0.0
line	1936.6	1938.6	707.6	707.6	1.9	0.0
line	1938.6	1939.8	707.6	707.6	1.2	0.0
line	1939.8	1940.6	707.6	707.6	0.8	0.0
line	1940.6	1940.9	707.6	707.6	0.3	0.0
line	1913.9	1914.2	707.6	707.6	0.3	0.0
line	1914.2	1915.0	707.6	707.6	0.8	0.0
line	1915.0	1916.2	707.6	707.6	1.2	0.0
line	1916.2	1918.2	707.6	707.6	1.9	0.0
line	1918.2	1920.8	707.6	707.6	2.7	0.0
line	1920.8	1924.0	707.6	707.6	3.2	0.0
line	1924.0	1927.4	707.6	707.6	3.4	0.0
line	1927.4	1930.8	707.6	707.6	3.4	0.0
line	1933.4	1940.9	707.6	715.1	7.5	7.5
line	1913.9	1921.4	707.6	715.1	7.5	7.5
line	1913.9	1914.2	705.8	705.8	0.3	0.0
line	1914.2	1915.0	705.8	705.8	0.8	0.0
line	1915.0	1916.2	705.8	705.8	1.2	0.0
line	1916.2	1918.2	705.8	705.8	1.9	0.0
line	1918.2	1920.8	705.8	705.8	2.7	0.0
line	1920.8	1924.0	705.8	705.8	3.2	0.0
line	1924.0	1924.0	705.8	705.8	0.0	0.0
line	1930.8	1930.8	705.8	705.8	0.0	0.0
line	1930.8	1934.0	705.8	705.8	3.2	0.0
line	1934.0	1936.6	705.8	705.8	2.7	0.0
line	1936.6	1938.6	705.8	705.8	1.9	0.0
line	1938.6	1939.8	705.8	705.8	1.2	0.0
line	1939.8	1940.6	705.8	705.8	0.8	0.0
line	1940.6	1940.9	705.8	705.8	0.3	0.0
line	1913.9	1913.9	705.8	707.6	0.0	1.7
line	1940.9	1940.9	705.8	707.6	0.0	1.7
line	1951.7	1954.4	676.2	678.8	2.7	2.7
line	1946.5	1954.4	670.9	678.8	7.9	7.9
line	1941.3	1950.3	669.8	678.8	9.0	9.0
line	1936.1	1945.1	669.8	678.8	9.0	9.0
line	1930.9	1939.9	669.8	678.8	9.0	9.0
line	1925.6	1934.6	669.8	678.8	9.0	9.0
line	1920.4	1929.4	669.8	678.8	9.0	9.0
line	1915.2	1924.2	669.8	678.8	9.0	9.0
line	1910.0	1919.0	669.8	678.8	9.0	9.0
line	1904.8	1913.8	669.8	678.8	9.0	9.0
line	1899.6	1908.6	669.8	678.8	9.0	9.0
line	1894.4	1903.4	669.8	678.8	9.0	9.0
line	1894.4	1898.2	669.8	673.6	3.8	3.8
line	1954.4	1954.4	669.8	678.8	0.0	9.0
line	1894.4	1954.4	678.8	678.8	60.0	0.0
line	1894.4	1894.4	669.8	678.8	0.0	9.0
line	1894.4	1954.4	669.8	669.8	60.0	0.0
line	1844.9	1844.9	722.3	728.3	0.0	6.0
line	1848.6	1860.7	634.8	646.9	12.1	12.1
line	1858.2	1867.8	632.2	641.8	9.5	9.5
line	1855.6	1865.1	638.9	648.5	9.5	9.5
line	1825.4	2058.0	566.3	566.3	232.6	0.0
line	1814.9	2058.0	728.3	728.3	243.0	0.0
line	1821.6	1826.9	741.6	741.6	5.2	0.0
line	1826.9	1844.9	741.6	741.6	18.0	0.0
line	1823.4	1830.4	738.1	745.1	7.0	7.0
line	1826.9	1826.9	732.8	748.1	0.0	15.3
line	1844.9	1844.9	732.8	748.1	0.0	15.3
line	1844.9	1894.4	741.6	741.6	49.5	0.0
line	1841.4	1848.4	738.1	745.1	7.0	7.0
line	1890.9	1897.9	738.1	745.1	7.0	7.0
line	1894.4	1899.6	741.6	741.6	5.2	0.0
line	1894.4	1894.4	732.8	748.1	0.0	15.3
line	1835.0	1848.4	573.2	573.2	13.4	0.0
line	1848.4	1848.4	573.2	584.2	0.0	11.0
line	1835.0	1848.4	584.2	584.2	13.4	0.0
line	1835.0	1835.0	573.2	584.2	0.0	11.0
line	1852.8	1852.8	578.7	601.3	0.0	22.6
line	1848.4	1852.8	578.7	578.7	4.3	0.0
line	1804.2	1817.6	627.0	627.0	13.4	0.0
line	1817.6	1817.6	627.0	638.0	0.0	11.0
line	1804.2	1817.6	638.0	638.0	13.4	0.0
line	1804.2	1804.2	627.0	638.0	0.0	11.0
line	1822.0	1841.7	632.5	632.5	19.7	0.0
line	1817.6	1822.0	632.5	632.5	4.3	0.0
line	1802.4	1817.6	692.4	692.4	15.2	0.0
line	1817.6	1817.6	692.4	703.4	0.0	11.0
line	1802.4	1817.6	703.4	703.4	15.2	0.0
line	1802.4	1802.4	692.4	703.4	0.0	11.0
line	1822.0	1832.8	697.9	697.9	10.9	0.0
line	1817.6	1822.0	697.9	697.9	4.3	0.0
line	1903.7	1925.0	732.5	732.5	21.3	0.0
line	1925.0	1925.0	732.5	743.5	0.0	11.0
line	1903.7	1925.0	743.5	743.5	21.3	0.0
line	1903.7	1903.7	732.5	743.5	0.0	11.0
line	1880.2	1899.4	705.9	738.0	19.1	32.0
line	1899.4	1903.7	738.0	738.0	4.3	0.0
line	1947.5	1960.9	732.5	732.5	13.4	0.0
line	1960.9	1960.9	732.5	743.5	0.0	11.0
line	1947.5	1960.9	743.5	743.5	13.4	0.0
line	1947.5	1947.5	732.5	743.5	0.0	11.0
line	1928.8	1943.2	711.1	738.0	14.4	26.9
line	1943.2	1947.5	738.0	738.0	4.3	0.0
line	2001.8	2015.2	732.5	732.5	13.4	0.0
line	2015.2	2015.2	732.5	743.5	0.0	11.0
line	2001.8	2015.2	743.5	743.5	13.4	0.0
line	2001.8	2001.8	732.5	743.5	0.0	11.0
line	1997.4	1997.4	711.3	738.0	0.0	26.7
line	1997.4	2001.8	738.0	738.0	4.3	0.0
line	1907.8	1921.2	646.0	646.0	13.4	0.0
line	1921.2	1921.2	646.0	657.0	0.0	11.0
line	1907.8	1921.2	657.0	657.0	13.4	0.0
line	1907.8	1907.8	646.0	657.0	0.0	11.0
line	1925.5	1925.5	651.5	674.1	0.0	22.6
line	1921.2	1925.5	651.5	651.5	4.3	0.0
line	1804.2	1817.6	661.9	661.9	13.4	0.0
line	1817.6	1817.6	661.9	672.9	0.0	11.0
line	1804.2	1817.6	672.9	672.9	13.4	0.0
line	1804.2	1804.2	661.9	672.9	0.0	11.0
line	1822.0	1865.1	667.4	675.9	43.1	8.5
line	1817.6	1822.0	667.4	667.4	4.3	0.0
line	2123.2	2177.2	566.3	566.3	54.0	0.0
line	2153.5	2165.5	728.3	728.3	12.0	0.0
line	2165.5	2168.5	728.3	728.3	3.0	0.0
line	2168.5	2168.5	607.6	728.3	0.0	120.8
line	2165.5	2165.5	604.6	728.3	0.0	123.7
line	2168.5	2169.3	728.3	728.3	0.7	0.0
line	2169.3	2169.3	608.3	728.3	0.0	120.0
line	2169.3	2177.2	728.3	728.3	7.9	0.0
line	2169.3	2177.2	608.3	608.3	7.9	0.0
line	2168.5	2177.2	607.6	607.6	8.6	0.0
line	2165.5	2177.2	604.6	604.6	11.6	0.0
line	2123.2	2123.2	566.3	566.3	0.0	0.0
line	2123.2	2123.2	566.3	728.3	0.0	162.0
line	2123.2	2123.2	728.3	728.3	0.0	0.0
line	2123.2	2123.2	566.3	728.3	0.0	162.0
line	2123.2	2153.5	728.3	728.3	30.4	0.0
line	2153.5	2153.5	722.3	728.3	0.0	6.0
line	2123.2	2158.0	602.3	602.3	34.9	0.0
line	2158.0	2158.0	602.3	603.5	0.0	1.2
line	2123.2	2158.0	722.3	722.3	34.9	0.0
line	2158.0	2158.0	721.2	722.3	0.0	1.2
line	2158.0	2158.0	603.5	721.2	0.0	117.6
line	2159.2	2159.2	647.4	722.3	0.0	74.8
line	2158.0	2159.2	722.3	722.3	1.1	0.0
line	2158.0	2159.2	647.4	647.4	1.1	0.0
line	2159.2	2159.2	602.4	647.3	0.0	44.8
line	2158.0	2159.2	647.3	647.3	1.1	0.0
line	2158.0	2159.2	602.4	602.4	1.1	0.0
line	2159.2	2159.5	651.0	651.3	0.3	0.3
line	2159.2	2159.6	650.3	650.7	0.5	0.5
line	2159.6	2160.0	650.7	651.2	0.4	0.5
line	2160.0	2160.3	651.2	651.8	0.3	0.5
line	2160.3	2160.5	651.8	652.4	0.2	0.6
line	2160.5	2160.6	652.4	653.0	0.1	0.6
line	2160.6	2160.6	653.0	653.6	0.0	0.6
line	2160.5	2160.6	653.6	654.1	0.1	0.6
line	2160.3	2160.5	654.1	654.7	0.2	0.6
line	2160.0	2160.3	654.7	655.3	0.3	0.5
line	2159.6	2160.0	655.3	655.8	0.4	0.5
line	2159.2	2159.6	655.8	656.3	0.5	0.5
line	2159.2	2159.5	655.2	655.5	0.3	0.3
line	2159.5	2159.8	654.9	655.2	0.3	0.4
line	2159.8	2160.0	654.5	654.9	0.2	0.4
line	2160.0	2160.2	654.1	654.5	0.2	0.4
line	2160.2	2160.3	653.7	654.1	0.1	0.4
line	2160.3	2160.3	653.3	653.7	0.0	0.4
line	2160.3	2160.3	652.8	653.3	0.0	0.4
line	2160.2	2160.3	652.4	652.8	0.1	0.4
line	2160.0	2160.2	652.0	652.4	0.2	0.4
line	2159.8	2160.0	651.6	652.0	0.2	0.4
line	2159.5	2159.8	651.3	651.6	0.3	0.4
line	2159.2	2159.5	639.0	639.3	0.3	0.3
line	2159.2	2159.6	638.3	638.7	0.5	0.5
line	2159.6	2160.0	638.7	639.2	0.4	0.5
line	2160.0	2160.3	639.2	639.8	0.3	0.5
line	2160.3	2160.5	639.8	640.4	0.2	0.6
line	2160.5	2160.6	640.4	641.0	0.1	0.6
line	2160.6	2160.6	641.0	641.6	0.0	0.6
line	2160.5	2160.6	641.6	642.1	0.1	0.6
line	2160.3	2160.5	642.1	642.7	0.2	0.6
line	2160.0	2160.3	642.7	643.3	0.3	0.5
line	2159.6	2160.0	643.3	643.8	0.4	0.5
line	2159.2	2159.6	643.8	644.3	0.5	0.5
line	2159.2	2159.5	643.2	643.5	0.3	0.3
line	2159.5	2159.8	642.9	643.2	0.3	0.3
line	2159.8	2160.0	642.5	642.9	0.2	0.4
line	2160.0	2160.2	642.1	642.5	0.2	0.4
line	2160.2	2160.3	641.7	642.1	0.1	0.4
line	2160.3	2160.3	641.3	641.7	0.0	0.4
line	2160.3	2160.3	640.8	641.3	0.0	0.4
line	2160.2	2160.3	640.4	640.8	0.1	0.4
line	2160.0	2160.2	640.0	640.4	0.2	0.4
line	2159.8	2160.0	639.6	640.0	0.2	0.4
line	2159.5	2159.8	639.3	639.6	0.3	0.3
line	2261.2	2261.2	566.3	566.3	0.0	0.0
line	2261.2	2261.2	566.3	728.3	0.0	162.0
line	2261.2	2261.2	728.3	728.3	0.0	0.0
line	2261.2	2261.2	566.3	728.3	0.0	162.0
line	2204.0	2204.2	612.5	612.5	0.1	0.0
line	2204.2	2204.3	612.5	612.5	0.1	0.0
line	2204.3	2204.4	612.4	612.5	0.1	0.0
line	2204.4	2204.5	612.4	612.4	0.1	0.1
line	2204.5	2204.7	612.3	612.4	0.1	0.1
line	2204.7	2204.7	612.2	612.3	0.1	0.1
line	2204.7	2204.8	612.1	612.2	0.1	0.1
line	2204.8	2204.9	612.0	612.1	0.1	0.1
line	2204.9	2204.9	611.8	612.0	0.0	0.1
line	2204.9	2204.9	611.7	611.8	0.0	0.1
line	2204.9	2204.9	611.6	611.7	0.0	0.1
line	2204.9	2204.9	611.5	611.6	0.0	0.1
line	2204.8	2204.9	611.3	611.5	0.1	0.1
line	2204.7	2204.8	611.2	611.3	0.1	0.1
line	2204.7	2204.7	611.1	611.2	0.1	0.1
line	2204.5	2204.7	611.1	611.1	0.1	0.1
line	2204.4	2204.5	611.0	611.1	0.1	0.1
line	2204.3	2204.4	611.0	611.0	0.1	0.0
line	2204.2	2204.3	611.0	611.0	0.1	0.0
line	2204.0	2204.2	611.0	611.0	0.1	0.0
line	2203.9	2204.0	611.0	611.0	0.1	0.0
line	2203.8	2203.9	611.0	611.1	0.1	0.1
line	2203.7	2203.8	611.1	611.1	0.1	0.1
line	2203.6	2203.7	611.1	611.2	0.1	0.1
line	2203.5	2203.6	611.2	611.3	0.1	0.1
line	2203.5	2203.5	611.3	611.5	0.1	0.1
line	2203.4	2203.5	611.5	611.6	0.0	0.1
line	2203.4	2203.4	611.6	611.7	0.0	0.1
line	2203.4	2203.4	611.7	611.8	0.0	0.1
line	2203.4	2203.5	611.8	612.0	0.0	0.1
line	2203.5	2203.5	612.0	612.1	0.1	0.1
line	2203.5	2203.6	612.1	612.2	0.1	0.1
line	2203.6	2203.7	612.2	612.3	0.1	0.1
line	2203.7	2203.8	612.3	612.4	0.1	0.1
line	2203.8	2203.9	612.4	612.4	0.1	0.1
line	2203.9	2204.0	612.4	612.5	0.1	0.0
line	2210.2	2210.5	688.2	688.2	0.3	0.0
line	2209.8	2210.2	688.2	688.2	0.3	0.0
line	2209.5	2209.8	688.1	688.2	0.3	0.1
line	2209.2	2209.5	688.0	688.1	0.3	0.1
line	2209.0	2209.2	687.8	688.0	0.3	0.2
line	2208.7	2209.0	687.6	687.8	0.2	0.2
line	2208.5	2208.7	687.3	687.6	0.2	0.3
line	2208.4	2208.5	687.0	687.3	0.1	0.3
line	2208.3	2208.4	686.7	687.0	0.1	0.3
line	2208.3	2208.3	686.3	686.7	0.0	0.3
line	2208.3	2208.3	686.0	686.3	0.0	0.3
line	2208.3	2208.4	685.7	686.0	0.1	0.3
line	2208.4	2208.5	685.4	685.7	0.1	0.3
line	2208.5	2208.7	685.1	685.4	0.2	0.3
line	2208.7	2209.0	684.9	685.1	0.2	0.2
line	2209.0	2209.2	684.7	684.9	0.3	0.2
line	2209.2	2209.5	684.6	684.7	0.3	0.1
line	2209.5	2209.8	684.5	684.6	0.3	0.1
line	2209.8	2210.2	684.5	684.5	0.3	0.0
line	2210.2	2210.5	684.5	684.5	0.3	0.0
line	2210.5	2210.8	684.5	684.6	0.3	0.1
line	2210.8	2211.1	684.6	684.7	0.3	0.1
line	2211.1	2211.4	684.7	684.9	0.3	0.2
line	2211.4	2211.6	684.9	685.1	0.2	0.2
line	2211.6	2211.7	685.1	685.2	0.1	0.1
line	2211.6	2211.7	687.5	687.6	0.1	0.1
line	2211.4	2211.6	687.6	687.8	0.2	0.2
line	2211.1	2211.4	687.8	688.0	0.3	0.2
line	2210.8	2211.1	688.0	688.1	0.3	0.1
line	2210.5	2210.8	688.1	688.2	0.3	0.1
line	2209.9	2210.2	685.2	685.3	0.3	0.0
line	2209.6	2209.9	685.3	685.4	0.3	0.1
line	2209.4	2209.6	685.4	685.5	0.2	0.2
line	2209.2	2209.4	685.5	685.8	0.2	0.2
line	2209.1	2209.2	685.8	686.1	0.1	0.3
line	2209.0	2209.1	686.1	686.3	0.0	0.3
line	2209.0	2209.1	686.3	686.6	0.0	0.3
line	2209.1	2209.2	686.6	686.9	0.1	0.3
line	2209.2	2209.4	686.9	687.1	0.2	0.2
line	2209.4	2209.6	687.1	687.3	0.2	0.2
line	2209.6	2209.9	687.3	687.4	0.3	0.1
line	2209.9	2210.2	687.4	687.5	0.3	0.0
line	2210.2	2210.3	685.2	685.2	0.1	0.0
line	2210.2	2210.3	687.5	687.5	0.1	0.0
line	2210.3	2210.6	685.2	685.2	0.3	0.0
line	2210.3	2210.6	687.5	687.5	0.3	0.0
line	2210.6	2211.0	685.2	685.2	0.5	0.0
line	2210.6	2211.0	687.5	687.5	0.5	0.0
line	2211.0	2211.7	685.2	685.2	0.6	0.0
line	2211.0	2211.7	687.5	687.5	0.6	0.0
line	2211.7	2212.4	685.2	685.2	0.7	0.0
line	2211.7	2212.4	687.5	687.5	0.7	0.0
line	2212.4	2213.2	685.2	685.2	0.8	0.0
line	2212.4	2213.2	687.5	687.5	0.8	0.0
line	2228.2	2229.8	682.8	683.3	1.6	0.5
line	2229.8	2231.3	682.1	682.8	1.5	0.8
line	2231.3	2232.6	681.1	682.1	1.3	1.0
line	2232.6	2233.8	679.9	681.1	1.1	1.2
line	2233.8	2234.7	678.5	679.9	0.9	1.4
line	2234.7	2235.3	676.9	678.5	0.6	1.5
line	2228.4	2230.1	683.5	684.1	1.7	0.5
line	2230.1	2231.7	682.7	683.5	1.6	0.8
line	2231.7	2233.1	681.6	682.7	1.4	1.1
line	2233.1	2234.4	680.3	681.6	1.2	1.3
line	2234.4	2235.3	678.8	680.3	1.0	1.5
line	2235.3	2236.0	677.1	678.8	0.7	1.7
line	2236.0	2236.0	677.1	677.1	0.0	0.0
line	2236.0	2236.0	677.1	677.1	0.0	0.0
line	2236.0	2236.0	677.1	677.1	0.0	0.0
line	2236.0	2236.0	677.1	677.1	0.0	0.0
line	2235.9	2236.0	677.1	677.1	0.0	0.0
line	2235.9	2235.9	677.1	677.1	0.0	0.0
line	2235.8	2235.9	677.1	677.1	0.0	0.0
line	2235.8	2235.8	677.0	677.1	0.1	0.0
line	2235.7	2235.8	677.0	677.0	0.1	0.0
line	2235.7	2235.7	677.0	677.0	0.1	0.0
line	2235.6	2235.7	677.0	677.0	0.1	0.0
line	2235.6	2235.6	677.0	677.0	0.1	0.0
line	2235.5	2235.6	677.0	677.0	0.1	0.0
line	2235.5	2235.5	676.9	677.0	0.0	0.0
line	2235.4	2235.5	676.9	676.9	0.0	0.0
line	2235.4	2235.4	676.9	676.9	0.0	0.0
line	2235.3	2235.4	676.9	676.9	0.0	0.0
line	2235.3	2235.3	676.9	676.9	0.0	0.0
line	2235.3	2235.3	676.9	676.9	0.0	0.0
line	2235.3	2235.3	676.9	676.9	0.0	0.0
line	2235.3	2235.8	674.6	676.9	0.5	2.3
line	2235.8	2235.9	672.2	674.6	0.1	2.4
line	2236.0	2236.6	674.7	677.1	0.5	2.5
line	2236.6	2236.7	672.2	674.7	0.1	2.5
line	2236.7	2236.7	672.2	672.2	0.0	0.0
line	2236.6	2236.7	672.2	672.2	0.0	0.0
line	2236.6	2236.6	672.2	672.2	0.0	0.0
line	2236.6	2236.6	672.2	672.2	0.0	0.0
line	2236.5	2236.6	672.2	672.2	0.0	0.0
line	2236.5	2236.5	672.2	672.2	0.0	0.0
line	2236.5	2236.5	672.2	672.2	0.1	0.0
line	2236.4	2236.5	672.2	672.2	0.1	0.0
line	2236.3	2236.4	672.2	672.2	0.1	0.0
line	2236.3	2236.3	672.2	672.2	0.1	0.0
line	2236.2	2236.3	672.2	672.2	0.1	0.0
line	2236.2	2236.2	672.2	672.2	0.1	0.0
line	2236.1	2236.2	672.2	672.2	0.1	0.0
line	2236.1	2236.1	672.2	672.2	0.1	0.0
line	2236.0	2236.1	672.2	672.2	0.0	0.0
line	2236.0	2236.0	672.2	672.2	0.0	0.0
line	2235.9	2236.0	672.2	672.2	0.0	0.0
line	2235.9	2235.9	672.2	672.2	0.0	0.0
line	2235.9	2235.9	672.2	672.2	0.0	0.0
line	2235.9	2235.9	672.2	672.2	0.0	0.0
line	2235.4	2235.9	667.2	672.2	0.5	5.0
line	2236.2	2236.7	667.1	672.2	0.5	5.1
line	2236.1	2236.2	667.1	667.1	0.0	0.0
line	2236.1	2236.1	667.1	667.1	0.0	0.0
line	2236.1	2236.1	667.1	667.1	0.0	0.0
line	2236.1	2236.1	667.1	667.1	0.0	0.0
line	2236.0	2236.1	667.1	667.1	0.0	0.0
line	2236.0	2236.0	667.1	667.1	0.0	0.0
line	2235.9	2236.0	667.1	667.1	0.1	0.0
line	2235.9	2235.9	667.1	667.1	0.1	0.0
line	2235.8	2235.9	667.1	667.1	0.1	0.0
line	2235.8	2235.8	667.1	667.1	0.1	0.0
line	2235.7	2235.8	667.1	667.1	0.1	0.0
line	2235.7	2235.7	667.1	667.2	0.1	0.0
line	2235.6	2235.7	667.2	667.2	0.1	0.0
line	2235.6	2235.6	667.2	667.2	0.1	0.0
line	2235.5	2235.6	667.2	667.2	0.0	0.0
line	2235.5	2235.5	667.2	667.2	0.0	0.0
line	2235.5	2235.5	667.2	667.2	0.0	0.0
line	2235.4	2235.5	667.2	667.2	0.0	0.0
line	2235.4	2235.4	667.2	667.2	0.0	0.0
line	2235.4	2235.4	667.2	667.2	0.0	0.0
line	2235.8	2236.2	654.2	667.1	0.3	12.9
line	2235.1	2235.4	654.2	667.2	0.3	13.0
line	2223.8	2224.6	673.5	673.6	0.8	0.1
line	2222.8	2223.6	673.5	673.6	0.8	0.1
line	2221.9	2222.8	673.3	673.5	0.9	0.2
line	2221.0	2221.9	672.9	673.3	0.8	0.4
line	2220.3	2221.0	672.4	672.9	0.8	0.5
line	2219.6	2220.3	671.7	672.4	0.6	0.6
line	2219.5	2219.6	671.6	671.7	0.1	0.2
line	2218.7	2218.9	670.1	670.6	0.2	0.5
line	2218.5	2218.7	669.3	670.1	0.2	0.9
line	2218.4	2218.5	668.3	669.3	0.1	0.9
line	2218.4	2218.5	667.4	668.3	0.1	0.9
line	2218.5	2218.7	666.5	667.4	0.2	0.9
line	2218.7	2219.1	665.7	666.5	0.4	0.8
line	2219.1	2219.6	665.0	665.7	0.5	0.7
line	2219.6	2220.0	664.6	665.0	0.3	0.3
line	2220.8	2221.0	663.8	663.9	0.2	0.1
line	2221.0	2221.9	663.4	663.8	0.8	0.4
line	2221.9	2222.8	663.2	663.4	0.9	0.2
line	2222.8	2223.7	663.1	663.2	0.9	0.1
line	2223.7	2224.6	663.1	663.2	0.9	0.1
line	2224.6	2225.5	663.2	663.4	0.9	0.2
line	2225.5	2226.3	663.4	663.8	0.8	0.4
line	2226.3	2227.0	663.8	664.3	0.7	0.5
line	2227.0	2227.7	664.3	665.0	0.6	0.6
line	2227.7	2228.2	665.0	665.7	0.5	0.7
line	2228.2	2228.6	665.7	666.5	0.4	0.8
line	2228.6	2228.8	666.5	667.4	0.2	0.9
line	2228.8	2228.9	667.4	668.3	0.1	0.9
line	2228.8	2228.9	668.3	669.3	0.1	0.9
line	2228.6	2228.8	669.3	670.1	0.2	0.9
line	2228.2	2228.6	670.1	671.0	0.4	0.8
line	2227.7	2228.2	671.0	671.7	0.5	0.7
line	2227.0	2227.7	671.7	672.4	0.6	0.6
line	2226.3	2227.0	672.4	672.9	0.7	0.5
line	2225.5	2226.3	672.9	673.3	0.8	0.4
line	2224.6	2225.5	673.3	673.5	0.9	0.2
line	2223.7	2223.9	669.8	669.8	0.3	0.0
line	2223.4	2223.7	669.8	669.8	0.3	0.0
line	2223.2	2223.4	669.8	669.8	0.3	0.1
line	2222.9	2223.2	669.6	669.8	0.2	0.1
line	2222.7	2222.9	669.5	669.6	0.2	0.2
line	2222.5	2222.7	669.3	669.5	0.2	0.2
line	2222.4	2222.5	669.1	669.3	0.2	0.2
line	2222.3	2222.4	668.9	669.1	0.1	0.2
line	2222.2	2222.3	668.6	668.9	0.1	0.3
line	2222.2	2222.2	668.3	668.6	0.0	0.3
line	2222.2	2222.2	668.1	668.3	0.0	0.3
line	2222.2	2222.3	667.8	668.1	0.1	0.3
line	2222.3	2222.4	667.6	667.8	0.1	0.2
line	2222.4	2222.5	667.4	667.6	0.2	0.2
line	2222.5	2222.7	667.2	667.4	0.2	0.2
line	2222.7	2222.9	667.0	667.2	0.2	0.2
line	2222.9	2223.2	666.9	667.0	0.2	0.1
line	2223.2	2223.4	666.9	666.9	0.3	0.1
line	2223.4	2223.7	666.8	666.9	0.3	0.0
line	2223.7	2223.9	666.8	666.9	0.3	0.0
line	2223.9	2224.2	666.9	666.9	0.3	0.1
line	2224.2	2224.4	666.9	667.0	0.2	0.1
line	2224.4	2224.6	667.0	667.2	0.2	0.2
line	2224.6	2224.8	667.2	667.4	0.2	0.2
line	2224.8	2225.0	667.4	667.6	0.2	0.2
line	2225.0	2225.1	667.6	667.8	0.1	0.2
line	2225.1	2225.1	667.8	668.1	0.1	0.3
line	2225.1	2225.2	668.1	668.3	0.0	0.3
line	2225.1	2225.2	668.3	668.6	0.0	0.3
line	2225.1	2225.1	668.6	668.9	0.1	0.3
line	2225.0	2225.1	668.9	669.1	0.1	0.2
line	2224.8	2225.0	669.1	669.3	0.2	0.2
line	2224.6	2224.8	669.3	669.5	0.2	0.2
line	2224.4	2224.6	669.5	669.6	0.2	0.2
line	2224.2	2224.4	669.6	669.8	0.2	0.1
line	2223.9	2224.2	669.8	669.8	0.3	0.1
line	2223.6	2223.6	672.8	674.3	0.0	1.5
line	2223.6	2223.6	671.3	672.8	0.0	1.5
line	2223.6	2223.6	669.8	671.3	0.0	1.5
line	2223.8	2223.8	672.8	674.3	0.0	1.5
line	2223.8	2223.8	671.3	672.8	0.0	1.5
line	2223.8	2223.8	669.8	671.3	0.0	1.5
line	2223.6	2223.8	674.3	674.3	0.2	0.0
line	2223.6	2223.8	672.8	672.8	0.2	0.0
line	2223.6	2223.8	671.3	671.3	0.2	0.0
line	2223.6	2223.8	669.8	669.8	0.2	0.0
line	2232.6	2232.8	660.8	660.8	0.3	0.0
line	2232.3	2232.6	660.8	660.8	0.3	0.0
line	2232.1	2232.3	660.8	660.8	0.3	0.1
line	2231.8	2232.1	660.6	660.8	0.2	0.1
line	2231.6	2231.8	660.5	660.6	0.2	0.2
line	2231.4	2231.6	660.3	660.5	0.2	0.2
line	2231.3	2231.4	660.1	660.3	0.2	0.2
line	2231.2	2231.3	659.9	660.1	0.1	0.2
line	2231.1	2231.2	659.6	659.9	0.1	0.3
line	2231.1	2231.1	659.3	659.6	0.0	0.3
line	2231.1	2231.1	659.1	659.3	0.0	0.3
line	2231.1	2231.2	658.8	659.1	0.1	0.3
line	2231.2	2231.3	658.6	658.8	0.1	0.2
line	2231.3	2231.4	658.4	658.6	0.2	0.2
line	2231.4	2231.6	658.2	658.4	0.2	0.2
line	2231.6	2231.8	658.0	658.2	0.2	0.2
line	2231.8	2232.1	657.9	658.0	0.2	0.1
